DATE,NVDA_EPS_EZ_EST,NVDA_EPS_WS_EST,NVDA_EPS_ACT,NVDA_EPS_SURPRISE,NVDA_EPS_FLAG,NVDA_DAYS_SINCE_EPS,NVDA_VOLUME,NVDA_OPEN,NVDA_HIGH,NVDA_LOW
2010-06-28,0.04,0.03,0,-0.02,0,0,40545760.8,2.559829401,2.582767028,2.500191745
2010-06-29,0.04,0.03,0,-0.02,0,0,72022550.51,2.491016565,2.493310371,2.387797687
2010-06-30,0.04,0.03,0,-0.02,0,0,67909638.74,2.408441615,2.433672829,2.34192276
2010-07-01,0.04,0.03,0,-0.02,0,0,80327742.3,2.348803021,2.396971843,2.2776968
2010-07-02,0.04,0.03,0,-0.02,0,0,80337315.84,2.390091172,2.394678566,2.270815885
2010-07-06,0.04,0.03,0,-0.02,0,0,77604230.15,2.341922668,2.417616526,2.305222641
2010-07-07,0.04,0.03,0,-0.02,0,0,66311831.2,2.335041211,2.452022477,2.330453599
2010-07-08,0.04,0.03,0,-0.02,0,0,85370102.64,2.454316556,2.456610362,2.33504147
2010-07-09,0.04,0.03,0,-0.02,0,0,62290460.45,2.376329185,2.390091806,2.344216767
2010-07-12,0.04,0.03,0,-0.02,0,0,61623437.36,2.374035378,2.447435433,2.371741571
2010-07-13,0.04,0.03,0,-0.02,0,0,78835395.33,2.456610497,2.520835547,2.442847877
2010-07-14,0.04,0.03,0,-0.02,0,0,147756072.6,2.614878836,2.633228846,2.493309965
2010-07-15,0.04,0.03,0,-0.02,0,0,103878663.7,2.53230334,2.534597145,2.429084497
2010-07-16,0.04,0.03,0,-0.02,0,0,140447061.4,2.458904281,2.465785481,2.296047743
2010-07-19,0.04,0.03,0,-0.02,0,0,87023271.86,2.337335488,2.408441967,2.321279279
2010-07-20,0.04,0.03,0,-0.02,0,0,126538034.3,2.337334244,2.472665708,2.316690651
2010-07-21,0.04,0.03,0,-0.02,0,0,68113262.93,2.481840657,2.484134463,2.355684418
2010-07-22,0.04,0.03,0,-0.02,0,0,50420840.62,2.403853986,2.44284782,2.390091585
2010-07-23,0.04,0.03,0,-0.02,0,0,89112001.69,2.415322779,2.417616585,2.353391538
2010-07-26,0.04,0.03,0,-0.02,0,0,74501002.36,2.36944825,2.429085916,2.332748215
2010-07-27,0.04,0.03,0,-0.02,0,0,74492722.89,2.426791983,2.431379597,2.369448127
2010-07-28,0.04,0.03,0,-0.02,0,0,143957050.9,2.360272419,2.401560054,2.316691198
2010-07-29,0.04,0.03,0,-0.02,0,0,290405585.5,2.156128758,2.202004015,2.080434891
2010-07-30,0.04,0.03,0,-0.02,0,0,107279163.2,2.078141139,2.144659994,2.046028505
2010-08-02,0.04,0.03,0,-0.02,0,0,99947513.49,2.144659995,2.153835001,2.096491154
2010-08-03,0.04,0.03,0,-0.02,0,0,104135474.5,2.089608405,2.09190221,2.034558398
2010-08-04,0.04,0.03,0,-0.02,0,0,93241903.84,2.068966311,2.144660179,2.059791084
2010-08-05,0.04,0.03,0,-0.02,0,0,87248219.9,2.144660577,2.169891798,2.105666732
2010-08-06,0.04,0.03,0,-0.02,0,0,80643383.88,2.156127689,2.213471513,2.137777683
2010-08-09,0.04,0.03,0,-0.02,0,0,50839833.33,2.213471174,2.215764979,2.158421164
2010-08-10,0.04,0.03,0,-0.02,0,0,84202587.78,2.174478433,2.179066046,2.11025339
2010-08-11,0.04,0.03,0,-0.02,0,0,86773514.41,2.075846415,2.075846415,2.029971401
2010-08-12,0.04,0.03,0,-0.02,0,0,146439428.7,2.000153398,2.101078471,1.984096973
2010-08-13,0.04,0.03,0,-0.02,0,0,195900739.6,2.121721954,2.183653403,2.117134342
2010-08-16,0.04,0.03,0,-0.02,0,0,88720099.31,2.124015394,2.167596606,2.071258959
2010-08-17,0.04,0.03,0,-0.02,0,0,52449395.54,2.119428453,2.165303485,2.098784634
2010-08-18,0.04,0.03,0,-0.02,0,0,38465326.2,2.119428744,2.156128774,2.105666341
2010-08-19,0.04,0.03,0,-0.02,0,0,176032451.1,2.160715543,2.273109397,2.149246733
2010-08-20,0.04,0.03,0,-0.02,0,0,142267679.5,2.250172365,2.341922421,2.247878558
2010-08-23,0.04,0.03,0,-0.02,0,0,81593367.04,2.293752627,2.351096443,2.245583813
2010-08-24,0.04,0.03,0,-0.02,0,0,69899839.98,2.17906579,2.252465831,2.174478178
2010-08-25,0.04,0.03,0,-0.02,0,0,82564695.24,2.204296352,2.293752789,2.192827763
2010-08-26,0.04,0.03,0,-0.02,0,0,71672476.71,2.305222391,2.330453602,2.247878551
2010-08-27,0.04,0.03,0,-0.02,0,0,115576461,2.261641624,2.339629304,2.204297767
2010-08-30,0.04,0.03,0,-0.02,0,0,65700633.9,2.293752602,2.312102606,2.211177588
2010-08-31,0.04,0.03,0,-0.02,0,0,101524406.2,2.179066179,2.247878839,2.133191145
2010-09-01,0.04,0.03,0,-0.02,0,0,92799870.14,2.172184351,2.199709363,2.144659339
2010-09-02,0.04,0.03,0,-0.02,0,0,64990841.16,2.163010065,2.2020039,2.142366244
2010-09-03,0.04,0.03,0,-0.02,0,0,61742031.9,2.247878446,2.277697267,2.22035343
2010-09-07,0.04,0.03,0,-0.02,0,0,98072860.19,2.263935017,2.344216489,2.259347623
2010-09-08,0.04,0.03,0,-0.02,0,0,133422761,2.296047868,2.383210549,2.270816433
2010-09-09,0.04,0.03,0,-0.02,0,0,76048676.3,2.396973498,2.399267305,2.305223402
2010-09-10,0.04,0.03,0,-0.02,0,0,66407739.79,2.35109756,2.35797876,2.289166105
2010-09-13,0.04,0.03,0,-0.02,0,0,110712861.8,2.351097205,2.470372485,2.351097205
2010-09-14,0.04,0.03,0,-0.02,0,0,76134584.32,2.419910412,2.449729239,2.396972786
2010-09-15,0.04,0.03,0,-0.02,0,0,60552714.47,2.394678545,2.424497366,2.362566136
2010-09-16,0.04,0.03,0,-0.02,0,0,39812477.45,2.390090916,2.445140942,2.390090916
2010-09-17,0.04,0.03,0,-0.02,0,0,45436861.6,2.447435934,2.449729741,2.413029706
2010-09-20,0.04,0.03,0,-0.02,0,0,48301611.83,2.419910179,2.465785209,2.396972555
2010-09-21,0.04,0.03,0,-0.02,0,0,193964077.6,2.442848587,2.630936615,2.442848587
2010-09-22,0.04,0.03,0,-0.02,0,0,108991233.7,2.580472443,2.635522469,2.56441624
2010-09-23,0.04,0.03,0,-0.02,0,0,135244682.4,2.642404448,2.747916911,2.619466822
2010-09-24,0.04,0.03,0,-0.02,0,0,118471315.7,2.724979234,2.821316901,2.704335418
2010-09-27,0.04,0.03,0,-0.02,0,0,108937565.2,2.832786549,2.835080137,2.715805031
2010-09-28,0.04,0.03,0,-0.02,0,0,78821886.05,2.754798357,2.784617182,2.697454512
2010-09-29,0.04,0.03,0,-0.02,0,0,106256386.9,2.720392026,2.805260894,2.695160812
2010-09-30,0.04,0.03,0,-0.02,0,0,85845297.87,2.759386066,2.791498701,2.656167177
2010-10-01,0.04,0.03,0,-0.02,0,0,108895769.4,2.718097418,2.722684811,2.582765955
2010-10-04,0.04,0.03,0,-0.02,0,0,81689256.17,2.578178644,2.621760079,2.525422424
2010-10-05,0.04,0.03,0,-0.02,0,0,82134810.46,2.633228788,2.6378164,2.58964757
2010-10-06,0.04,0.03,0,-0.02,0,0,115269979.1,2.596529698,2.607998512,2.447435761
2010-10-07,0.04,0.03,0,-0.02,0,0,82995826.63,2.484135443,2.486429249,2.380916562
2010-10-08,0.04,0.03,0,-0.02,0,0,77049657.07,2.445142295,2.511661167,2.410736064
2010-10-11,0.04,0.03,0,-0.02,0,0,48248430.25,2.502484903,2.523128719,2.46807869
2010-10-12,0.04,0.03,0,-0.02,0,0,65962607.14,2.458904447,2.539185709,2.438260625
2010-10-13,0.04,0.03,0,-0.02,0,0,105583682.5,2.569004499,2.637817164,2.541479476
2010-10-14,0.04,0.03,0,-0.02,0,0,65304747.28,2.603410438,2.607997831,2.548360185
2010-10-15,0.04,0.03,0,-0.02,0,0,69748088.27,2.601117779,2.630936615,2.559830126
2010-10-18,0.04,0.03,0,-0.02,0,0,48845276.25,2.591940958,2.617172163,2.546065942
2010-10-19,0.04,0.03,0,-0.02,0,0,94401553.55,2.548361309,2.607998982,2.527717701
2010-10-20,0.04,0.03,0,-0.02,0,0,83218578.82,2.591942769,2.660755452,2.54606772
2010-10-21,0.04,0.03,0,-0.02,0,0,110564200,2.591941287,2.59652868,2.504778635
2010-10-22,0.04,0.03,0,-0.02,0,0,144160659.2,2.559828742,2.727272853,2.532303728
2010-10-25,0.04,0.03,0,-0.02,0,0,73366202.75,2.727273244,2.752504456,2.702041813
2010-10-26,0.04,0.03,0,-0.02,0,0,73596401.08,2.699747934,2.763972969,2.676810312
2010-10-27,0.04,0.03,0,-0.02,0,0,54146611.67,2.697454602,2.770854656,2.690573183
2010-10-28,0.04,0.03,0,-0.02,0,0,76778963.41,2.798378971,2.807553976,2.738741333
2010-10-29,0.04,0.03,0,-0.02,0,0,60453756.07,2.759385109,2.786910122,2.729566291
2010-11-01,0.04,0.03,0,-0.02,0,0,51653318.87,2.775442269,2.819023496,2.738742023
2010-11-02,0.04,0.03,0,-0.02,0,0,63328091.81,2.773147401,2.864897433,2.7570912
2010-11-03,0.04,0.03,0,-0.02,0,0,73214929.56,2.837373037,2.858016854,2.763972996
2010-11-04,0.04,0.03,0,-0.02,0,0,76295905.3,2.867191878,2.8970107,2.839666862
2010-11-05,0.04,0.03,0,-0.02,0,0,80121504.13,2.864898373,2.917654823,2.851135973
2010-11-08,0.04,0.03,0,-0.02,0,0,65956969.55,2.890128929,2.929122749,2.867191311
2010-11-09,0.04,0.03,0,-0.02,0,0,69096770,2.903892665,2.926830294,2.871780248
2010-11-10,0.04,0.03,0,-0.02,0,0,56786388.72,2.908480002,2.922242403,2.867192362
2010-11-11,0.04,0.03,0,-0.02,0,0,118798716.2,2.85342956,2.940592229,2.814435948
2010-11-12,0.04,0.03,0,-0.02,0,0,233521182.9,3.002523195,3.137854678,2.988760578
2010-11-15,0.04,0.03,0,-0.02,0,0,79950605.36,3.055279911,3.098861354,2.997936067
2010-11-16,0.04,0.03,0,-0.02,0,0,80583624.58,2.954354999,2.995642639,2.910773553
2010-11-17,0.04,0.03,0,-0.02,0,0,60137672.94,2.913066948,2.997935802,2.885541932
2010-11-18,0.04,0.03,0,-0.02,0,0,108241800.2,3.00252327,3.085098314,3.00252327
2010-11-19,0.04,0.03,0,-0.02,0,0,78090784.66,3.048398212,3.165379686,3.043810819
2010-11-22,0.04,0.03,0,-0.02,0,0,50426951.9,3.133267316,3.17455495,3.1057423
2010-11-23,0.04,0.03,0,-0.02,0,0,49899860.48,3.119505403,3.151617818,3.059867749
2010-11-24,0.04,0.03,0,-0.02,0,0,43355140.25,3.114917089,3.169967118,3.112623283
2010-11-26,0.04,0.03,0,-0.02,0,0,15597140.82,3.156205192,3.174555204,3.119505167
2010-11-29,0.04,0.03,0,-0.02,0,0,51029025.98,3.105742046,3.165379686,3.091979429
2010-11-30,0.04,0.03,0,-0.02,0,0,78576002.86,3.105742548,3.137855179,3.06445491
2010-12-01,0.04,0.03,0,-0.02,0,0,68287198.24,3.183729885,3.280067549,3.179142273
2010-12-02,0.04,0.03,0,-0.02,0,0,57691037.32,3.25942327,3.319060905,3.257129464
2010-12-03,0.04,0.03,0,-0.02,0,0,66053743.47,3.282361241,3.3924613,3.275479823
2010-12-06,0.04,0.03,0,-0.02,0,0,47784552.96,3.403930676,3.410811876,3.314474199
2010-12-07,0.04,0.03,0,-0.02,0,0,111913923.3,3.406224654,3.516324737,3.399343235
2010-12-08,0.04,0.03,0,-0.02,0,0,66839351.14,3.431455343,3.5025618,3.406224132
2010-12-09,0.04,0.03,0,-0.02,0,0,102714619.5,3.383286153,3.431454981,3.335117324
2010-12-10,0.04,0.03,0,-0.02,0,0,49253315.56,3.408518679,3.46127514,3.399343671
2010-12-13,0.04,0.03,0,-0.02,0,0,66387686.16,3.442924339,3.449805539,3.332824048
2010-12-14,0.04,0.03,0,-0.02,0,0,82306139.61,3.406224111,3.468155343,3.341998854
2010-12-15,0.04,0.03,0,-0.02,0,0,68029975.95,3.353467689,3.394755323,3.268598833
2010-12-16,0.04,0.03,0,-0.02,0,0,68868780.35,3.307592439,3.325942449,3.268598614
2010-12-17,0.04,0.03,0,-0.02,0,0,64649066.22,3.280067064,3.314473274,3.241073243
2010-12-20,0.04,0.03,0,-0.02,0,0,37502739.39,3.307591037,3.323647234,3.280066034
2010-12-21,0.04,0.03,0,-0.02,0,0,50893862.68,3.314474455,3.41081214,3.312180648
2010-12-22,0.04,0.03,0,-0.02,0,0,52096694.66,3.403930921,3.452099763,3.371818286
2010-12-23,0.04,0.03,0,-0.02,0,0,29840173.9,3.447511282,3.447511282,3.408517457
2010-12-27,0.04,0.03,0,-0.02,0,0,27847365.52,3.413105655,3.465861887,3.351174198
2010-12-28,0.04,0.03,0,-0.02,0,0,21172723.6,3.440629623,3.463567241,3.406223414
2010-12-29,0.04,0.03,0,-0.02,0,0,19363461.72,3.424573421,3.452098432,3.394754605
2010-12-30,0.04,0.03,0,-0.02,0,0,19017730.45,3.422281355,3.458981388,3.41081254
2010-12-31,0.04,0.03,0,-0.02,0,0,42643198.45,3.440630753,3.536968432,3.436043141
2011-01-03,0.04,0.03,0,-0.02,0,0,89095038.99,3.559904535,3.66312337,3.555316924
2011-01-04,0.04,0.03,0,-0.02,0,0,70995406.72,3.635600219,3.651656427,3.536968726
2011-01-05,0.04,0.03,0,-0.02,0,0,155663596.2,3.683768838,3.899381839,3.647068809
2011-01-06,0.04,0.03,0,-0.02,0,0,380741789.9,3.995719469,4.436120253,3.984250874
2011-01-07,0.04,0.03,0,-0.02,0,0,281196688.2,4.383363841,4.571451591,4.284732353
2011-01-10,0.04,0.03,0,-0.02,0,0,190773296.5,4.475113983,4.741189405,4.440707762
2011-01-11,0.04,0.03,0,-0.02,0,0,295485951.4,4.796238992,4.842114242,4.557688833
2011-01-12,0.04,0.03,0,-0.02,0,0,374048033.8,4.660907114,5.360502205,4.644850909
2011-01-13,0.04,0.03,0,-0.02,0,0,293753363.3,5.298572204,5.468309959,5.133421624
2011-01-14,0.04,0.03,0,-0.02,0,0,173880094,5.273338263,5.500419765,5.24122586
2011-01-18,0.04,0.03,0,-0.02,0,0,197639776.1,5.337565346,5.374265373,5.154064775
2011-01-19,0.04,0.03,0,-0.02,0,0,130560620.6,5.287103754,5.41326051,5.128835015
2011-01-20,0.04,0.03,0,-0.02,0,0,121134175.3,5.089840265,5.174708918,4.998090192
2011-01-21,0.04,0.03,0,-0.02,0,0,80571413.55,5.199940276,5.273340333,5.087546384
2011-01-24,0.04,0.03,0,-0.02,0,0,224184881.6,5.330684566,5.745853943,5.271046906
2011-01-25,0.04,0.03,0,-0.02,0,0,118458228.6,5.647221801,5.706859012,5.461427436
2011-01-26,0.04,0.03,0,-0.02,0,0,117128963.7,5.55547143,5.73438438,5.516477599
2011-01-27,0.04,0.03,0,-0.02,0,0,71650677.72,5.709152572,5.722915409,5.505008642
2011-01-28,0.04,0.03,0,-0.02,0,0,119323612.7,5.626578432,5.720622306,5.321509183
2011-01-31,0.04,0.03,0,-0.02,0,0,81761180.41,5.459133338,5.562352424,5.369677088
2011-02-01,0.04,0.03,0,-0.02,0,0,71291877.19,5.534827246,5.654102538,5.498127223
2011-02-02,0.04,0.03,0,-0.02,0,0,175107738,5.58070243,6.002753123,5.58070243
2011-02-03,0.04,0.03,0,-0.02,0,0,112345949.7,5.876598591,5.876598591,5.631166519
